FID,Shape *,id,count,time,date,id_1,x,y
462,Point,3011,1,42111,2015-04-17,3011,448243,4624594
463,Point,3012,1,42112,2015-04-18,3012,448689,4626700
464,Point,3013,1,42112,2015-04-18,3013,448152,4626483
465,Point,3014,1,42112,2015-04-18,3014,448935,4625694
466,Point,3015,1,42112,2015-04-18,3015,448696,4626865
467,Point,3016,1,42113,2015-04-19,3016,451266,4625087
468,Point,3017,1,42113,2015-04-19,3017,451780,4624510
469,Point,3018,1,42113,2015-04-19,3018,448239,4623115
470,Point,3019,1,42114,2015-04-20,3019,449794,4628930
471,Point,3020,1,42114,2015-04-20,3020,452916,4622907
472,Point,3021,1,42114,2015-04-20,3021,449045,4624675
473,Point,3022,1,42115,2015-04-21,3022,451598,4627099
474,Point,3023,1,42115,2015-04-21,3023,453221,4622677
475,Point,3024,1,42115,2015-04-21,3024,450300,4627733
476,Point,3025,1,42115,2015-04-21,3025,451598,4627113
477,Point,3026,1,42115,2015-04-21,3026,449463,4623447
478,Point,3027,1,42115,2015-04-21,3027,448840,4625217
479,Point,3028,1,42115,2015-04-21,3028,448462,4623027
480,Point,3029,1,42116,2015-04-22,3029,449305,4622121
481,Point,3030,1,42116,2015-04-22,3030,448321,4623828
482,Point,3031,1,42116,2015-04-22,3031,448642,4626559
483,Point,3032,1,42116,2015-04-22,3032,449566,4623238
484,Point,3033,1,42117,2015-04-23,3033,452770,4624098
485,Point,3034,1,42117,2015-04-23,3034,453121,4622470
486,Point,3035,1,42117,2015-04-23,3035,452088,4624318
487,Point,3036,1,42117,2015-04-23,3036,450772,4625169
488,Point,3037,1,42117,2015-04-23,3037,453121,4622470
489,Point,3038,1,42117,2015-04-23,3038,448580,4628379
490,Point,3039,1,42117,2015-04-23,3039,448830,4626082
491,Point,3040,1,42118,2015-04-24,3040,452492,4624505
492,Point,3041,1,42118,2015-04-24,3041,448258,4628887
493,Point,3042,1,42118,2015-04-24,3042,449416,4628299
494,Point,3043,1,42118,2015-04-24,3043,448830,4626082
495,Point,3044,1,42118,2015-04-24,3044,449797,4628523
496,Point,3045,1,42119,2015-04-25,3045,450045,4627244
497,Point,3046,1,42120,2015-04-26,3046,447376,4629525
498,Point,3047,1,42120,2015-04-26,3047,448263,4628502
499,Point,3048,1,42121,2015-04-27,3048,448762,4625751
500,Point,3049,1,42121,2015-04-27,3049,447328,4627752
501,Point,3050,1,42121,2015-04-27,3050,453444,4622677
502,Point,3051,1,42121,2015-04-27,3051,450318,4629092
503,Point,3052,1,42121,2015-04-27,3052,454162,4622555
504,Point,3053,1,42121,2015-04-27,3053,454113,4622350
505,Point,3054,1,42121,2015-04-27,3054,451375,4624287
506,Point,3055,1,42121,2015-04-27,3055,448150,4626692
507,Point,3056,1,42121,2015-04-27,3056,447921,4627063
508,Point,3057,1,42121,2015-04-27,3057,448506,4630994
509,Point,3058,1,42121,2015-04-27,3058,449102,4622928
510,Point,3059,1,42121,2015-04-27,3059,448769,4629443
511,Point,3060,1,42121,2015-04-27,3060,451489,4623279
512,Point,3061,1,42122,2015-04-28,3061,448182,4624244
513,Point,3062,1,42122,2015-04-28,3062,448285,4626676
514,Point,3063,1,42122,2015-04-28,3063,451407,4626992
515,Point,3064,1,42122,2015-04-28,3064,453443,4623222
516,Point,3065,1,42122,2015-04-28,3065,447921,4627063
517,Point,3066,1,42122,2015-04-28,3066,451261,4623894
518,Point,3067,1,42123,2015-04-29,3067,446331,4632570
519,Point,3068,1,42123,2015-04-29,3068,453389,4623226
520,Point,3069,1,42123,2015-04-29,3069,453442,4622857
521,Point,3070,1,42123,2015-04-29,3070,450719,4624699
522,Point,3071,1,42124,2015-04-30,3071,448649,4624033
523,Point,3072,1,42124,2015-04-30,3072,451873,4623751
524,Point,3073,1,42124,2015-04-30,3073,453219,4622911
525,Point,3074,1,42124,2015-04-30,3074,446813,4631789
526,Point,3075,1,42124,2015-04-30,3075,447500,4627280
527,Point,3076,1,42125,2015-05-01,3076,449645,4625305
528,Point,3077,1,42125,2015-05-01,3077,449028,4629192
529,Point,3078,1,42125,2015-05-01,3078,453320,4622886
530,Point,3079,1,42125,2015-05-01,3079,449528,4622732
531,Point,3080,1,42126,2015-05-02,3080,452823,4624375
532,Point,3081,1,42126,2015-05-02,3081,450926,4624664
533,Point,3082,1,42126,2015-05-02,3082,449439,4625505
534,Point,3083,1,42126,2015-05-02,3083,453058,4622559
535,Point,3084,1,42126,2015-05-02,3084,448649,4624033
536,Point,3085,1,42127,2015-05-03,3085,452028,4623155
537,Point,3086,1,42128,2015-05-04,3086,448556,4626481
538,Point,3087,1,42128,2015-05-04,3087,453268,4623699
539,Point,3088,1,42128,2015-05-04,3088,453292,4623769
540,Point,3089,1,42128,2015-05-04,3089,447551,4623407
541,Point,3090,1,42129,2015-05-05,3090,448649,4624033
542,Point,3091,1,42129,2015-05-05,3091,445496,4631877
543,Point,3092,1,42129,2015-05-05,3092,453324,4623622
544,Point,3093,1,42129,2015-05-05,3093,449910,4625699
545,Point,3094,1,42129,2015-05-05,3094,453060,4622559
546,Point,3095,1,42129,2015-05-05,3095,448663,4626864
547,Point,3096,1,42129,2015-05-05,3096,448649,4624033
548,Point,3097,1,42130,2015-05-06,3097,450729,4623653
549,Point,3098,1,42130,2015-05-06,3098,450729,4623653
550,Point,3099,1,42130,2015-05-06,3099,451891,4623805
551,Point,3100,1,42130,2015-05-06,3100,450630,4625571
552,Point,3101,1,42130,2015-05-06,3101,450271,4629004
553,Point,3102,1,42130,2015-05-06,3102,449207,4628659
554,Point,3103,1,42131,2015-05-07,3103,448316,4628173
555,Point,3104,1,42131,2015-05-07,3104,450719,4624693
556,Point,3105,1,42131,2015-05-07,3105,452099,4623416
557,Point,3106,1,42131,2015-05-07,3106,447245,4623616
558,Point,3107,1,42131,2015-05-07,3107,449414,4622933
559,Point,3108,1,42131,2015-05-07,3108,451603,4622255
560,Point,3109,1,42131,2015-05-07,3109,452770,4624094
561,Point,3110,1,42131,2015-05-07,3110,453991,4622282
562,Point,3111,1,42132,2015-05-08,3111,447435,4629373
563,Point,3112,1,42132,2015-05-08,3112,452636,4623899
564,Point,3113,1,42132,2015-05-08,3113,451593,4623220
565,Point,3114,1,42132,2015-05-08,3114,452766,4624303
566,Point,3115,1,42132,2015-05-08,3115,448285,4626668
567,Point,3116,1,42132,2015-05-08,3116,446738,4632369
568,Point,3117,1,42132,2015-05-08,3117,451907,4622289
569,Point,3118,1,42132,2015-05-08,3118,452966,4623651
570,Point,3119,1,42133,2015-05-09,3119,451603,4622274
571,Point,3120,1,42133,2015-05-09,3120,453716,4623085
572,Point,3121,1,42133,2015-05-09,3121,449942,4625565
573,Point,3122,1,42133,2015-05-09,3122,448328,4624531
574,Point,3123,1,42133,2015-05-09,3123,448724,4623663
575,Point,3124,1,42134,2015-05-10,3124,448732,4622817
576,Point,3125,1,42134,2015-05-10,3125,449327,4622121
577,Point,3126,1,42134,2015-05-10,3126,449316,4622121
578,Point,3127,1,42134,2015-05-10,3127,453222,4622461
579,Point,3128,1,42134,2015-05-10,3128,447344,4632386
580,Point,3129,1,42134,2015-05-10,3129,448116,4626146
581,Point,3130,1,42134,2015-05-10,3130,448309,4628578
582,Point,3131,1,42135,2015-05-11,3131,451407,4622492
583,Point,3132,1,42135,2015-05-11,3132,451407,4622492
584,Point,3133,1,42135,2015-05-11,3133,449766,4627384
585,Point,3134,1,42135,2015-05-11,3134,449766,4627384
586,Point,3135,1,42135,2015-05-11,3135,446700,4631788
587,Point,3136,1,42135,2015-05-11,3136,448721,4623890
588,Point,3137,1,42135,2015-05-11,3137,453211,4623556
589,Point,3138,1,42135,2015-05-11,3138,452153,4622348
590,Point,3139,1,42135,2015-05-11,3139,449246,4624653
591,Point,3140,1,42136,2015-05-12,3140,447571,4629478
592,Point,3141,1,42136,2015-05-12,3141,452399,4623901
593,Point,3142,1,42136,2015-05-12,3142,451090,4622692
594,Point,3143,1,42136,2015-05-12,3143,450312,4629308
595,Point,3144,1,42136,2015-05-12,3144,452916,4622907
596,Point,3145,1,42136,2015-05-12,3145,449141,4625080
597,Point,3146,1,42137,2015-05-13,3146,451501,4622261
598,Point,3147,1,42137,2015-05-13,3147,448692,4626470
599,Point,3148,1,42137,2015-05-13,3148,447347,4632054
600,Point,3149,1,42137,2015-05-13,3149,448918,4630595
601,Point,3150,1,42137,2015-05-13,3150,452817,4622648
602,Point,3151,1,42138,2015-05-14,3151,453716,4623085
603,Point,3152,1,42138,2015-05-14,3152,453060,4622559
604,Point,3153,1,42138,2015-05-14,3153,449356,4627985
605,Point,3154,1,42138,2015-05-14,3154,449356,4627985
606,Point,3155,1,42139,2015-05-15,3155,450314,4625710
607,Point,3156,1,42139,2015-05-15,3156,449668,4623263
608,Point,3157,1,42139,2015-05-15,3157,451586,4623703
609,Point,3158,1,42139,2015-05-15,3158,452810,4624577
610,Point,3159,1,42139,2015-05-15,3159,448273,4627684
611,Point,3160,1,42140,2015-05-16,3160,449255,4624110
612,Point,3161,1,42140,2015-05-16,3161,451489,4623277
613,Point,3162,1,42141,2015-05-17,3162,450261,4629004
614,Point,3163,1,42141,2015-05-17,3163,449775,4629580
615,Point,3164,1,42141,2015-05-17,3164,453752,4623180
616,Point,3165,1,42141,2015-05-17,3165,454259,4622395
617,Point,3166,1,42141,2015-05-17,3166,447778,4624254
618,Point,3167,1,42141,2015-05-17,3167,451323,4627602
619,Point,3168,1,42142,2015-05-18,3168,449038,4625467
620,Point,3169,1,42142,2015-05-18,3169,448837,4625496
621,Point,3170,1,42142,2015-05-18,3170,449915,4627733
622,Point,3171,1,42142,2015-05-18,3171,448285,4626676
623,Point,3172,1,42142,2015-05-18,3172,448638,4626559
624,Point,3173,1,42142,2015-05-18,3173,448191,4629382
625,Point,3174,1,42142,2015-05-18,3174,451118,4624768
626,Point,3175,1,42143,2015-05-19,3175,453147,4623412
627,Point,3176,1,42143,2015-05-19,3176,448350,4624330
628,Point,3177,1,42143,2015-05-19,3177,452915,4623060
629,Point,3178,1,42143,2015-05-19,3178,450578,4625718
630,Point,3179,1,42143,2015-05-19,3179,448859,4623266
631,Point,3180,1,42143,2015-05-19,3180,450527,4623882
632,Point,3181,1,42143,2015-05-19,3181,452962,4622558
633,Point,3182,1,42143,2015-05-19,3182,447937,4625773
634,Point,3183,1,42143,2015-05-19,3183,454058,4622648
635,Point,3184,1,42144,2015-05-20,3184,449749,4625022
636,Point,3185,1,42144,2015-05-20,3185,448431,4629183
637,Point,3186,1,42144,2015-05-20,3186,450940,4623552
638,Point,3187,1,42144,2015-05-20,3187,449673,4629202
639,Point,3188,1,42144,2015-05-20,3188,451375,4624301
640,Point,3189,1,42144,2015-05-20,3189,448385,4629528
641,Point,3190,1,42144,2015-05-20,3190,448150,4626699
642,Point,3191,1,42144,2015-05-20,3191,453121,4622458
643,Point,3192,1,42144,2015-05-20,3192,448837,4625500
644,Point,3193,1,42144,2015-05-20,3193,452719,4622277
645,Point,3194,1,42145,2015-05-21,3194,449729,4627169
646,Point,3195,1,42145,2015-05-21,3195,451844,4623499
647,Point,3196,1,42145,2015-05-21,3196,452612,4622850
648,Point,3197,1,42145,2015-05-21,3197,449666,4630220
649,Point,3198,1,42146,2015-05-22,3198,452913,4623257
650,Point,3199,1,42146,2015-05-22,3199,446831,4632294
651,Point,3200,1,42146,2015-05-22,3200,453019,4622685
652,Point,3201,1,42146,2015-05-22,3201,445632,4631723
653,Point,3202,1,42146,2015-05-22,3202,448568,4631321
654,Point,3203,1,42146,2015-05-22,3203,452399,4623851
655,Point,3204,1,42146,2015-05-22,3204,453120,4622708
656,Point,3205,1,42146,2015-05-22,3205,453447,4622301
657,Point,3206,1,42146,2015-05-22,3206,450665,4627472
658,Point,3207,1,42147,2015-05-23,3207,446160,4630627
659,Point,3208,1,42147,2015-05-23,3208,451685,4623896
660,Point,3209,1,42147,2015-05-23,3209,451685,4623896
661,Point,3210,1,42147,2015-05-23,3210,451685,4623906
662,Point,3211,1,42147,2015-05-23,3211,446447,4631096
663,Point,3212,1,42147,2015-05-23,3212,448839,4625234
664,Point,3213,1,42147,2015-05-23,3213,448327,4623258
665,Point,3214,1,42148,2015-05-24,3214,448696,4626046
666,Point,3215,1,42148,2015-05-24,3215,452204,4623283
667,Point,3216,1,42148,2015-05-24,3216,448021,4626253
668,Point,3217,1,42149,2015-05-25,3217,449344,4625057
669,Point,3218,1,42149,2015-05-25,3218,453019,4622660
670,Point,3219,1,42149,2015-05-25,3219,450207,4625212
671,Point,3220,1,42149,2015-05-25,3220,449791,4624959
672,Point,3221,1,42149,2015-05-25,3221,448840,4625217
673,Point,3222,1,42150,2015-05-26,3222,449602,4629843
674,Point,3223,1,42150,2015-05-26,3223,449842,4627940
675,Point,3224,1,42150,2015-05-26,3224,453120,4622711
676,Point,3225,1,42150,2015-05-26,3225,448899,4623330
677,Point,3226,1,42150,2015-05-26,3226,449602,4629843
678,Point,3227,1,42150,2015-05-26,3227,453221,4622699
679,Point,3228,1,42150,2015-05-26,3228,451616,4623556
680,Point,3229,1,42150,2015-05-26,3229,452921,4622299
681,Point,3230,1,42151,2015-05-27,3230,451489,4623277
682,Point,3231,1,42151,2015-05-27,3231,453128,4623366
683,Point,3232,1,42151,2015-05-27,3232,448630,4624335
684,Point,3233,1,42151,2015-05-27,3233,449851,4624890
685,Point,3234,1,42151,2015-05-27,3234,448324,4623626
686,Point,3235,1,42152,2015-05-28,3235,450578,4625716
687,Point,3236,1,42152,2015-05-28,3236,448276,4627451
688,Point,3237,1,42152,2015-05-28,3237,449346,4624865
689,Point,3238,1,42152,2015-05-28,3238,453219,4622863
690,Point,3239,1,42152,2015-05-28,3239,448931,4622722
691,Point,3240,1,42152,2015-05-28,3240,447389,4628447
692,Point,3241,1,42153,2015-05-29,3241,451575,4624465
693,Point,3242,1,42153,2015-05-29,3242,447392,4633712
694,Point,3243,1,42153,2015-05-29,3243,447777,4624262
695,Point,3244,1,42153,2015-05-29,3244,448679,4627516
696,Point,3245,1,42153,2015-05-29,3245,449441,4625285
697,Point,3246,1,42153,2015-05-29,3246,451743,4623408
698,Point,3247,1,42153,2015-05-29,3247,448530,4630186
699,Point,3248,1,42153,2015-05-29,3248,448133,4628085
700,Point,3249,1,42154,2015-05-30,3249,451578,4624263
701,Point,3250,1,42154,2015-05-30,3250,451743,4623408
702,Point,3251,1,42154,2015-05-30,3251,448788,4628078
703,Point,3252,1,42154,2015-05-30,3252,449262,4623454
704,Point,3253,1,42154,2015-05-30,3253,449098,4631545
705,Point,3254,1,42154,2015-05-30,3254,449537,4625691
706,Point,3255,1,42154,2015-05-30,3255,451410,4622268
707,Point,3256,1,42155,2015-05-31,3256,451376,4624254
708,Point,3257,1,42155,2015-05-31,3257,451586,4623706
709,Point,3258,1,42155,2015-05-31,3258,447844,4630834
710,Point,3259,1,42155,2015-05-31,3259,452187,4624522
711,Point,3260,1,42156,2015-06-01,3260,448141,4627452
712,Point,3261,1,42156,2015-06-01,3261,449242,4625065
713,Point,3262,1,42156,2015-06-01,3262,449244,4624886
714,Point,3263,1,42156,2015-06-01,3263,452108,4622470
715,Point,3264,1,42156,2015-06-01,3264,449537,4625691
716,Point,3265,1,42156,2015-06-01,3265,448243,4624594
717,Point,3266,1,42156,2015-06-01,3266,449036,4625703
718,Point,3267,1,42157,2015-06-02,3267,449142,4624887
719,Point,3268,1,42157,2015-06-02,3268,448321,4623830
720,Point,3269,1,42157,2015-06-02,3269,450200,4625100
721,Point,3270,1,42157,2015-06-02,3270,447056,4622399
722,Point,3271,1,42157,2015-06-02,3271,447160,4622154
723,Point,3272,1,42158,2015-06-03,3272,451589,4623419
724,Point,3273,1,42158,2015-06-03,3273,447301,4627271
725,Point,3274,1,42158,2015-06-03,3274,445737,4631438
726,Point,3275,1,42158,2015-06-03,3275,453222,4622506
727,Point,3276,1,42158,2015-06-03,3276,448287,4626481
728,Point,3277,1,42158,2015-06-03,3277,453219,4622868
729,Point,3278,1,42158,2015-06-03,3278,446042,4630741
730,Point,3279,1,42159,2015-06-04,3279,449045,4624685
731,Point,3280,1,42159,2015-06-04,3280,450046,4627240
732,Point,3281,1,42159,2015-06-04,3281,453321,4622696
733,Point,3282,1,42159,2015-06-04,3282,453118,4622854
734,Point,3283,1,42159,2015-06-04,3283,448431,4625698
735,Point,3284,1,42160,2015-06-05,3284,450524,4624114
736,Point,3285,1,42160,2015-06-05,3285,449441,4625262
737,Point,3286,1,42160,2015-06-05,3286,449240,4625271
738,Point,3287,1,42160,2015-06-05,3287,452110,4622250
739,Point,3288,1,42160,2015-06-05,3288,448888,4629591
740,Point,3289,1,42160,2015-06-05,3289,451600,4626916
741,Point,3290,1,42161,2015-06-06,3290,451575,4624492
742,Point,3291,1,42161,2015-06-06,3291,453191,4622762
743,Point,3292,1,42161,2015-06-06,3292,451496,4622671
744,Point,3293,1,42161,2015-06-06,3293,453063,4622357
745,Point,3294,1,42161,2015-06-06,3294,450102,4625078
746,Point,3295,1,42161,2015-06-06,3295,450045,4627244
747,Point,3296,1,42162,2015-06-07,3296,447351,4633758
748,Point,3297,1,42162,2015-06-07,3297,448352,4632419
749,Point,3298,1,42162,2015-06-07,3298,449161,4623472
750,Point,3299,1,42162,2015-06-07,3299,449128,4631279
751,Point,3300,1,42162,2015-06-07,3300,450449,4625695
752,Point,3301,1,42163,2015-06-08,3301,452911,4623471
753,Point,3302,1,42163,2015-06-08,3302,448860,4623223
754,Point,3303,1,42163,2015-06-08,3303,449651,4624685
755,Point,3304,1,42163,2015-06-08,3304,447445,4629673
756,Point,3305,1,42163,2015-06-08,3305,451907,4622264
757,Point,3306,1,42164,2015-06-09,3306,448555,4626667
758,Point,3307,1,42164,2015-06-09,3307,450836,4627344
759,Point,3308,1,42164,2015-06-09,3308,452509,4623300
760,Point,3309,1,42164,2015-06-09,3309,453221,4622677
761,Point,3310,1,42164,2015-06-09,3310,452191,4624288
762,Point,3311,1,42164,2015-06-09,3311,448719,4624088
763,Point,3312,1,42165,2015-06-10,3312,447095,4630172
764,Point,3313,1,42165,2015-06-10,3313,452493,4624491
765,Point,3314,1,42165,2015-06-10,3314,453222,4622510
766,Point,3315,1,42165,2015-06-10,3315,448290,4626261
767,Point,3316,1,42165,2015-06-10,3316,448143,4627252
768,Point,3317,1,42165,2015-06-10,3317,450929,4623956
769,Point,3318,1,42166,2015-06-11,3318,450045,4627244
770,Point,3319,1,42166,2015-06-11,3319,447379,4629227
771,Point,3320,1,42166,2015-06-11,3320,453351,4623355
772,Point,3321,1,42166,2015-06-11,3321,448965,4623026
773,Point,3322,1,42166,2015-06-11,3322,449145,4624660
774,Point,3323,1,42166,2015-06-11,3323,448912,4623127
775,Point,3324,1,42166,2015-06-11,3324,453120,4622669
776,Point,3325,1,42166,2015-06-11,3325,453022,4622278
777,Point,3326,1,42166,2015-06-11,3326,448285,4626665
778,Point,3327,1,42166,2015-06-11,3327,453935,4622244
779,Point,3328,1,42166,2015-06-11,3328,448757,4632164
780,Point,3329,1,42166,2015-06-11,3329,449915,4627731
781,Point,3330,1,42167,2015-06-12,3330,453019,4622660
782,Point,3331,1,42167,2015-06-12,3331,448415,4627059
783,Point,3332,1,42167,2015-06-12,3332,451084,4623213
784,Point,3333,1,42167,2015-06-12,3333,449853,4624684
785,Point,3334,1,42167,2015-06-12,3334,448593,4623445
786,Point,3335,1,42167,2015-06-12,3335,448721,4623890
787,Point,3336,1,42167,2015-06-12,3336,445733,4631731
788,Point,3337,1,42167,2015-06-12,3337,448182,4624223
789,Point,3338,1,42168,2015-06-13,3338,448141,4627452
790,Point,3339,1,42168,2015-06-13,3339,452097,4623691
791,Point,3340,1,42168,2015-06-13,3340,451375,4624303
792,Point,3341,1,42168,2015-06-13,3341,448824,4626689
793,Point,3342,1,42168,2015-06-13,3342,447481,4629006
794,Point,3343,1,42169,2015-06-14,3343,450420,4628920
795,Point,3344,1,42169,2015-06-14,3344,452152,4625112
796,Point,3345,1,42169,2015-06-14,3345,451628,4623657
797,Point,3346,1,42169,2015-06-14,3346,451395,4623456
798,Point,3347,1,42169,2015-06-14,3347,448501,4631603
799,Point,3348,1,42169,2015-06-14,3348,453121,4622499
800,Point,3349,1,42169,2015-06-14,3349,453465,4623428
801,Point,3350,1,42170,2015-06-15,3350,449954,4624701
802,Point,3351,1,42170,2015-06-15,3351,445733,4631735
803,Point,3352,1,42170,2015-06-15,3352,449036,4625697
804,Point,3353,1,42170,2015-06-15,3353,449134,4629920
805,Point,3354,1,42170,2015-06-15,3354,448896,4628888
806,Point,3355,1,42171,2015-06-16,3355,447403,4627247
807,Point,3356,1,42171,2015-06-16,3356,447256,4622594
808,Point,3357,1,42171,2015-06-16,3357,447447,4623763
809,Point,3358,1,42171,2015-06-16,3358,447377,4629431
810,Point,3359,1,42171,2015-06-16,3359,453320,4622888
811,Point,3360,1,42171,2015-06-16,3360,450284,4622449
812,Point,3361,1,42171,2015-06-16,3361,450102,4625072
813,Point,3362,1,42171,2015-06-16,3362,448277,4627289
814,Point,3363,1,42171,2015-06-16,3363,453021,4622477
815,Point,3364,1,42171,2015-06-16,3364,448430,4631806
816,Point,3365,1,42171,2015-06-16,3365,450215,4629290
817,Point,3366,1,42171,2015-06-16,3366,453321,4622686
818,Point,3367,1,42171,2015-06-16,3367,453323,4622468
819,Point,3368,1,42171,2015-06-16,3368,451841,4623695
820,Point,3369,1,42171,2015-06-16,3369,453320,4622886
821,Point,3370,1,42171,2015-06-16,3370,447016,4631386
822,Point,3371,1,42172,2015-06-17,3371,453219,4622911
823,Point,3372,1,42172,2015-06-17,3372,448500,4623930
824,Point,3373,1,42172,2015-06-17,3373,447457,4633721
825,Point,3374,1,42172,2015-06-17,3374,451180,4624361
826,Point,3375,1,42172,2015-06-17,3375,450053,4624879
827,Point,3376,1,42172,2015-06-17,3376,450241,4625568
828,Point,3377,1,42172,2015-06-17,3377,449024,4629192
829,Point,3378,1,42172,2015-06-17,3378,453004,4623468
830,Point,3379,1,42172,2015-06-17,3379,450581,4625500
831,Point,3380,1,42172,2015-06-17,3380,449352,4624262
832,Point,3381,1,42172,2015-06-17,3381,449485,4625157
833,Point,3382,1,42172,2015-06-17,3382,450427,4627847
834,Point,3383,1,42172,2015-06-17,3383,449752,4624648
835,Point,3384,1,42172,2015-06-17,3384,453119,4623326
836,Point,3385,1,42173,2015-06-18,3385,448561,4626073
837,Point,3386,1,42173,2015-06-18,3386,451375,4624309
838,Point,3387,1,42173,2015-06-18,3387,448157,4626056
839,Point,3388,1,42173,2015-06-18,3388,453375,4622764
840,Point,3389,1,42174,2015-06-19,3389,448842,4625063
841,Point,3390,1,42174,2015-06-19,3390,448415,4627062
842,Point,3391,1,42174,2015-06-19,3391,453935,4622244
843,Point,3392,1,42174,2015-06-19,3392,448869,4628282
844,Point,3393,1,42174,2015-06-19,3393,446290,4631427
845,Point,3394,1,42174,2015-06-19,3394,450583,4625294
846,Point,3395,1,42174,2015-06-19,3395,449065,4623071
847,Point,3396,1,42174,2015-06-19,3396,451891,4623805
848,Point,3397,1,42174,2015-06-19,3397,449362,4627884
849,Point,3398,1,42175,2015-06-20,3398,449537,4625674
850,Point,3399,1,42175,2015-06-20,3399,452534,4623967
851,Point,3400,1,42175,2015-06-20,3400,451555,4623898
852,Point,3401,1,42175,2015-06-20,3401,453323,4622489
853,Point,3402,1,42175,2015-06-20,3402,448772,4629281
854,Point,3403,1,42175,2015-06-20,3403,448506,4630994
855,Point,3404,1,42175,2015-06-20,3404,449752,4624689
856,Point,3405,1,42175,2015-06-20,3405,451058,4626530
857,Point,3406,1,42175,2015-06-20,3406,445387,4632049
858,Point,3407,1,42176,2015-06-21,3407,449999,4625563
859,Point,3408,1,42176,2015-06-21,3408,447054,4622628
860,Point,3409,1,42176,2015-06-21,3409,450871,4624029
861,Point,3410,1,42176,2015-06-21,3410,452108,4622493
862,Point,3411,1,42176,2015-06-21,3411,448580,4624471
863,Point,3412,1,42176,2015-06-21,3412,452916,4622901
864,Point,3413,1,42177,2015-06-22,3413,445423,4632491
865,Point,3414,1,42177,2015-06-22,3414,453716,4623085
866,Point,3415,1,42177,2015-06-22,3415,451947,4623415
867,Point,3416,1,42177,2015-06-22,3416,450881,4623245
868,Point,3417,1,42177,2015-06-22,3417,450430,4627577
869,Point,3418,1,42177,2015-06-22,3418,450430,4627577
870,Point,3419,1,42177,2015-06-22,3419,448856,4623794
871,Point,3420,1,42177,2015-06-22,3420,448249,4629690
872,Point,3421,1,42178,2015-06-23,3421,452717,4622489
873,Point,3422,1,42178,2015-06-23,3422,449574,4622480
874,Point,3423,1,42178,2015-06-23,3423,449853,4624692
875,Point,3424,1,42179,2015-06-24,3424,447769,4623616
876,Point,3425,1,42179,2015-06-24,3425,445421,4632494
877,Point,3426,1,42179,2015-06-24,3426,448209,4627342
878,Point,3427,1,42179,2015-06-24,3427,448756,4626156
879,Point,3428,1,42179,2015-06-24,3428,451139,4623553
880,Point,3429,1,42179,2015-06-24,3429,448511,4622109
881,Point,3430,1,42179,2015-06-24,3430,447570,4630245
882,Point,3431,1,42180,2015-06-25,3431,447290,4628319
883,Point,3432,1,42180,2015-06-25,3432,452820,4622270
884,Point,3433,1,42180,2015-06-25,3433,451411,4624161
885,Point,3434,1,42180,2015-06-25,3434,452236,4622954
886,Point,3435,1,42180,2015-06-25,3435,448285,4626697
887,Point,3436,1,42180,2015-06-25,3436,450914,4622945
888,Point,3437,1,42180,2015-06-25,3437,454259,4622395
889,Point,3438,1,42181,2015-06-26,3438,449266,4623057
890,Point,3439,1,42181,2015-06-26,3439,447920,4623427
891,Point,3440,1,42181,2015-06-26,3440,452031,4623155
892,Point,3441,1,42181,2015-06-26,3441,450284,4622432
893,Point,3442,1,42181,2015-06-26,3442,448096,4626917
894,Point,3443,1,42181,2015-06-26,3443,447552,4623415
895,Point,3444,1,42181,2015-06-26,3444,450045,4625687
896,Point,3445,1,42181,2015-06-26,3445,449006,4628338
897,Point,3446,1,42182,2015-06-27,3446,450207,4625205
898,Point,3447,1,42182,2015-06-27,3447,447981,4629487
899,Point,3448,1,42182,2015-06-27,3448,448776,4628947
900,Point,3449,1,42183,2015-06-28,3449,448844,4624883
901,Point,3450,1,42183,2015-06-28,3450,449603,4630799
902,Point,3451,1,42183,2015-06-28,3451,446535,4632319
903,Point,3452,1,42183,2015-06-28,3452,451131,4623884
904,Point,3453,1,42184,2015-06-29,3453,446024,4631517
905,Point,3454,1,42184,2015-06-29,3454,453831,4622620
906,Point,3455,1,42184,2015-06-29,3455,450937,4623653
907,Point,3456,1,42184,2015-06-29,3456,447791,4623050
908,Point,3457,1,42184,2015-06-29,3457,453220,4622707
909,Point,3458,1,42184,2015-06-29,3458,453716,4623085
910,Point,3459,1,42184,2015-06-29,3459,448327,4623258
911,Point,3460,1,42185,2015-06-30,3460,451529,4624361
912,Point,3461,1,42185,2015-06-30,3461,448253,4629320
913,Point,3462,1,42185,2015-06-30,3462,449674,4627691
914,Point,3463,1,42185,2015-06-30,3463,450045,4627247
915,Point,3464,1,42185,2015-06-30,3464,449799,4628333
916,Point,3465,1,42186,2015-07-01,3465,448243,4624594
917,Point,3466,1,42186,2015-07-01,3466,453019,4622666
918,Point,3467,1,42186,2015-07-01,3467,452290,4624471
919,Point,3468,1,42186,2015-07-01,3468,448826,4626451
920,Point,3469,1,42186,2015-07-01,3469,451058,4626530
921,Point,3470,1,42186,2015-07-01,3470,450488,4622285
922,Point,3471,1,42186,2015-07-01,3471,447897,4623983
923,Point,3472,1,42186,2015-07-01,3472,448694,4624135
924,Point,3473,1,42187,2015-07-02,3473,447931,4626242
925,Point,3474,1,42187,2015-07-02,3474,447931,4626242
926,Point,3475,1,42187,2015-07-02,3475,451682,4624094
