FID,Shape *,id,count,time,date,id_1,x,y
927,Point,3476,1,42187,2015-07-02,3476,451685,4623891
928,Point,3477,1,42187,2015-07-02,3477,447551,4623421
929,Point,3478,1,42188,2015-07-03,3478,452495,4624321
930,Point,3479,1,42188,2015-07-03,3479,452919,4622503
931,Point,3480,1,42188,2015-07-03,3480,453755,4623032
932,Point,3481,1,42188,2015-07-03,3481,453118,4622897
933,Point,3482,1,42188,2015-07-03,3482,453221,4622675
934,Point,3483,1,42188,2015-07-03,3483,453058,4622559
935,Point,3484,1,42188,2015-07-03,3484,450305,4627252
936,Point,3485,1,42188,2015-07-03,3485,452391,4624515
937,Point,3486,1,42188,2015-07-03,3486,452188,4624511
938,Point,3487,1,42188,2015-07-03,3487,452920,4622507
939,Point,3488,1,42188,2015-07-03,3488,448090,4632134
940,Point,3489,1,42188,2015-07-03,3489,448943,4624875
941,Point,3490,1,42189,2015-07-04,3490,448736,4622441
942,Point,3491,1,42189,2015-07-04,3491,449884,4622248
943,Point,3492,1,42189,2015-07-04,3492,453567,4622489
944,Point,3493,1,42189,2015-07-04,3493,453120,4622686
945,Point,3494,1,42189,2015-07-04,3494,448429,4625875
946,Point,3495,1,42189,2015-07-04,3495,450048,4627058
947,Point,3496,1,42189,2015-07-04,3496,452919,4622503
948,Point,3497,1,42190,2015-07-05,3497,448837,4625496
949,Point,3498,1,42190,2015-07-05,3498,451063,4626706
950,Point,3499,1,42190,2015-07-05,3499,446029,4630971
951,Point,3500,1,42190,2015-07-05,3500,453567,4622489
952,Point,3501,1,42190,2015-07-05,3501,448313,4627971
953,Point,3502,1,42191,2015-07-06,3502,451963,4622145
954,Point,3503,1,42191,2015-07-06,3503,449348,4624657
955,Point,3504,1,42191,2015-07-06,3504,451848,4623078
956,Point,3505,1,42191,2015-07-06,3505,447926,4630874
957,Point,3506,1,42191,2015-07-06,3506,445530,4630532
958,Point,3507,1,42191,2015-07-06,3507,449749,4625092
959,Point,3508,1,42191,2015-07-06,3508,449039,4625883
960,Point,3509,1,42192,2015-07-07,3509,450926,4623147
961,Point,3510,1,42192,2015-07-07,3510,448942,4625054
962,Point,3511,1,42192,2015-07-07,3511,449797,4628517
963,Point,3512,1,42192,2015-07-07,3512,451598,4622696
964,Point,3513,1,42192,2015-07-07,3513,449791,4629152
965,Point,3514,1,42192,2015-07-07,3514,449752,4624648
966,Point,3515,1,42192,2015-07-07,3515,448602,4622433
967,Point,3516,1,42193,2015-07-08,3516,448362,4631711
968,Point,3517,1,42193,2015-07-08,3517,451598,4622674
969,Point,3518,1,42193,2015-07-08,3518,451685,4623891
970,Point,3519,1,42193,2015-07-08,3519,445601,4631777
971,Point,3520,1,42194,2015-07-09,3520,447417,4622091
972,Point,3521,1,42194,2015-07-09,3521,450946,4625744
973,Point,3522,1,42194,2015-07-09,3522,450986,4623654
974,Point,3523,1,42194,2015-07-09,3523,450986,4623654
975,Point,3524,1,42194,2015-07-09,3524,453451,4623210
976,Point,3525,1,42194,2015-07-09,3525,453320,4622866
977,Point,3526,1,42194,2015-07-09,3526,449145,4624670
978,Point,3527,1,42195,2015-07-10,3527,449204,4628928
979,Point,3528,1,42195,2015-07-10,3528,449853,4624684
980,Point,3529,1,42195,2015-07-10,3529,453983,4622262
981,Point,3530,1,42195,2015-07-10,3530,451685,4623889
982,Point,3531,1,42195,2015-07-10,3531,448321,4623828
983,Point,3532,1,42195,2015-07-10,3532,448835,4625686
984,Point,3533,1,42196,2015-07-11,3533,453616,4623223
985,Point,3534,1,42196,2015-07-11,3534,449954,4624693
986,Point,3535,1,42196,2015-07-11,3535,451375,4624268
987,Point,3536,1,42196,2015-07-11,3536,453321,4622692
988,Point,3537,1,42196,2015-07-11,3537,450881,4623282
989,Point,3538,1,42197,2015-07-12,3538,449673,4622886
990,Point,3539,1,42198,2015-07-13,3539,447769,4632065
991,Point,3540,1,42198,2015-07-13,3540,448295,4625843
992,Point,3541,1,42198,2015-07-13,3541,450241,4625568
993,Point,3542,1,42198,2015-07-13,3542,447256,4622645
994,Point,3543,1,42198,2015-07-13,3543,450944,4623552
995,Point,3544,1,42198,2015-07-13,3544,449853,4624696
996,Point,3545,1,42199,2015-07-14,3545,448883,4629190
997,Point,3546,1,42199,2015-07-14,3546,448533,4628499
998,Point,3547,1,42199,2015-07-14,3547,448722,4623897
999,Point,3548,1,42200,2015-07-15,3548,452210,4622442
1000,Point,3549,1,42200,2015-07-15,3549,452916,4622901
1001,Point,3550,1,42200,2015-07-15,3550,448973,4622230
1002,Point,3551,1,42201,2015-07-16,3551,452136,4623357
1003,Point,3552,1,42201,2015-07-16,3552,449359,4623688
1004,Point,3553,1,42201,2015-07-16,3553,450018,4622130
1005,Point,3554,1,42201,2015-07-16,3554,453813,4622293
1006,Point,3555,1,42202,2015-07-17,3555,448429,4625875
1007,Point,3556,1,42202,2015-07-17,3556,450359,4624650
1008,Point,3557,1,42202,2015-07-17,3557,446757,4630483
1009,Point,3558,1,42202,2015-07-17,3558,448268,4628095
1010,Point,3559,1,42202,2015-07-17,3559,447151,4623010
1011,Point,3560,1,42203,2015-07-18,3560,449851,4624872
1012,Point,3561,1,42203,2015-07-18,3561,449676,4622641
1013,Point,3562,1,42203,2015-07-18,3562,449438,4628593
1014,Point,3563,1,42203,2015-07-18,3563,449004,4628116
1015,Point,3564,1,42204,2015-07-19,3564,447977,4629905
1016,Point,3565,1,42204,2015-07-19,3565,447825,4632434
1017,Point,3566,1,42205,2015-07-20,3566,446138,4631738
1018,Point,3567,1,42206,2015-07-21,3567,452391,4624517
1019,Point,3568,1,42206,2015-07-21,3568,449793,4628948
1020,Point,3569,1,42206,2015-07-21,3569,452391,4624515
1021,Point,3570,1,42206,2015-07-21,3570,449348,4624672
1022,Point,3571,1,42207,2015-07-22,3571,449794,4628925
1023,Point,3572,1,42207,2015-07-22,3572,449351,4624455
1024,Point,3573,1,42207,2015-07-22,3573,451801,4622659
1025,Point,3574,1,42208,2015-07-23,3574,449952,4624866
1026,Point,3575,1,42208,2015-07-23,3575,445450,4632122
1027,Point,3576,1,42208,2015-07-23,3576,452539,4624170
1028,Point,3577,1,42208,2015-07-23,3577,449319,4627850
1029,Point,3578,1,42208,2015-07-23,3578,450207,4625216
1030,Point,3579,1,42208,2015-07-23,3579,453919,4622822
1031,Point,3580,1,42208,2015-07-23,3580,449748,4625132
1032,Point,3581,1,42208,2015-07-23,3581,450182,4625517
1033,Point,3582,1,42208,2015-07-23,3582,447381,4629038
1034,Point,3583,1,42208,2015-07-23,3583,449791,4629144
1035,Point,3584,1,42208,2015-07-23,3584,448840,4625217
1036,Point,3585,1,42209,2015-07-24,3585,452409,4623272
1037,Point,3586,1,42209,2015-07-24,3586,448150,4626696
1038,Point,3587,1,42209,2015-07-24,3587,448429,4625875
1039,Point,3588,1,42209,2015-07-24,3588,447907,4632609
1040,Point,3589,1,42209,2015-07-24,3589,450121,4624759
1041,Point,3590,1,42209,2015-07-24,3590,451421,4627684
1042,Point,3591,1,42209,2015-07-24,3591,452764,4624483
1043,Point,3592,1,42209,2015-07-24,3592,448469,4622224
1044,Point,3593,1,42209,2015-07-24,3593,452973,4622558
1045,Point,3594,1,42209,2015-07-24,3594,450765,4627196
1046,Point,3595,1,42209,2015-07-24,3595,452205,4623093
1047,Point,3596,1,42209,2015-07-24,3596,449792,4629133
1048,Point,3597,1,42210,2015-07-25,3597,446543,4631703
1049,Point,3598,1,42210,2015-07-25,3598,449006,4628312
1050,Point,3599,1,42210,2015-07-25,3599,449236,4625684
1051,Point,3600,1,42210,2015-07-25,3600,452966,4623651
1052,Point,3601,1,42210,2015-07-25,3601,452910,4624090
1053,Point,3602,1,42211,2015-07-26,3602,451625,4623556
1054,Point,3603,1,42211,2015-07-26,3603,448250,4623722
1055,Point,3604,1,42211,2015-07-26,3604,448837,4625492
1056,Point,3605,1,42211,2015-07-26,3605,450046,4627230
1057,Point,3606,1,42212,2015-07-27,3606,449213,4622929
1058,Point,3607,1,42212,2015-07-27,3607,447305,4633365
1059,Point,3608,1,42212,2015-07-27,3608,451102,4624967
1060,Point,3609,1,42212,2015-07-27,3609,452295,4624076
1061,Point,3610,1,42212,2015-07-27,3610,448183,4626918
1062,Point,3611,1,42212,2015-07-27,3611,448938,4625491
1063,Point,3612,1,42212,2015-07-27,3612,446645,4631528
1064,Point,3613,1,42212,2015-07-27,3613,449792,4629133
1065,Point,3614,1,42213,2015-07-28,3614,453752,4622884
1066,Point,3615,1,42213,2015-07-28,3615,450123,4625567
1067,Point,3616,1,42213,2015-07-28,3616,450100,4628801
1068,Point,3617,1,42213,2015-07-28,3617,451842,4623661
1069,Point,3618,1,42213,2015-07-28,3618,451168,4624361
1070,Point,3619,1,42213,2015-07-28,3619,450779,4623290
1071,Point,3620,1,42213,2015-07-28,3620,448239,4623520
1072,Point,3621,1,42213,2015-07-28,3621,451634,4623354
1073,Point,3622,1,42213,2015-07-28,3622,453050,4622357
1074,Point,3623,1,42214,2015-07-29,3623,447839,4626837
1075,Point,3624,1,42214,2015-07-29,3624,448837,4625496
1076,Point,3625,1,42214,2015-07-29,3625,447447,4633962
1077,Point,3626,1,42214,2015-07-29,3626,450172,4623467
1078,Point,3627,1,42214,2015-07-29,3627,449045,4624685
1079,Point,3628,1,42214,2015-07-29,3628,452921,4622275
1080,Point,3629,1,42215,2015-07-30,3629,448280,4627084
1081,Point,3630,1,42215,2015-07-30,3630,450855,4625504
1082,Point,3631,1,42215,2015-07-30,3631,448813,4627664
1083,Point,3632,1,42215,2015-07-30,3632,453370,4623213
1084,Point,3633,1,42215,2015-07-30,3633,448023,4626071
1085,Point,3634,1,42215,2015-07-30,3634,453020,4622491
1086,Point,3635,1,42216,2015-07-31,3635,447457,4630308
1087,Point,3636,1,42216,2015-07-31,3636,447704,4623511
1088,Point,3637,1,42216,2015-07-31,3637,451131,4623883
1089,Point,3638,1,42216,2015-07-31,3638,447232,4628559
1090,Point,3639,1,42216,2015-07-31,3639,450977,4623552
1091,Point,3640,1,42216,2015-07-31,3640,448140,4624697
1092,Point,3641,1,42216,2015-07-31,3641,448140,4624697
1093,Point,3642,1,42216,2015-07-31,3642,450588,4624694
1094,Point,3643,1,42216,2015-07-31,3643,445504,4632692
1095,Point,3644,1,42217,2015-08-01,3644,451131,4623908
1096,Point,3645,1,42217,2015-08-01,3645,449043,4624893
1097,Point,3646,1,42217,2015-08-01,3646,448746,4625953
1098,Point,3647,1,42217,2015-08-01,3647,448415,4627062
1099,Point,3648,1,42218,2015-08-02,3648,453567,4622458
1100,Point,3649,1,42218,2015-08-02,3649,448462,4626861
1101,Point,3650,1,42218,2015-08-02,3650,451801,4622678
1102,Point,3651,1,42218,2015-08-02,3651,449916,4627560
1103,Point,3652,1,42218,2015-08-02,3652,449175,4627882
1104,Point,3653,1,42219,2015-08-03,3653,449204,4628906
1105,Point,3654,1,42219,2015-08-03,3654,446925,4622832
1106,Point,3655,1,42219,2015-08-03,3655,451586,4623697
1107,Point,3656,1,42219,2015-08-03,3656,449338,4625667
1108,Point,3657,1,42219,2015-08-03,3657,452921,4622297
1109,Point,3658,1,42219,2015-08-03,3658,449271,4622623
1110,Point,3659,1,42220,2015-08-04,3659,448591,4623646
1111,Point,3660,1,42220,2015-08-04,3660,448285,4626668
1112,Point,3661,1,42220,2015-08-04,3661,448285,4626668
1113,Point,3662,1,42221,2015-08-05,3662,450996,4624310
1114,Point,3663,1,42221,2015-08-05,3663,450069,4623688
1115,Point,3664,1,42221,2015-08-05,3664,449043,4624848
1116,Point,3665,1,42221,2015-08-05,3665,451588,4623529
1117,Point,3666,1,42221,2015-08-05,3666,449837,4628511
1118,Point,3667,1,42222,2015-08-06,3667,451782,4624306
1119,Point,3668,1,42222,2015-08-06,3668,448591,4623646
1120,Point,3669,1,42222,2015-08-06,3669,451486,4623488
1121,Point,3670,1,42222,2015-08-06,3670,448429,4625875
1122,Point,3671,1,42222,2015-08-06,3671,451139,4623250
1123,Point,3672,1,42222,2015-08-06,3672,451441,4624361
1124,Point,3673,1,42223,2015-08-07,3673,451142,4624462
1125,Point,3674,1,42223,2015-08-07,3674,450010,4629501
1126,Point,3675,1,42223,2015-08-07,3675,449752,4624696
1127,Point,3676,1,42223,2015-08-07,3676,449080,4625554
1128,Point,3677,1,42223,2015-08-07,3677,451598,4622686
1129,Point,3678,1,42223,2015-08-07,3678,453324,4622304
1130,Point,3679,1,42223,2015-08-07,3679,452941,4622960
1131,Point,3680,1,42223,2015-08-07,3680,450449,4625718
1132,Point,3681,1,42223,2015-08-07,3681,452042,4623623
1133,Point,3682,1,42224,2015-08-08,3682,450449,4625718
1134,Point,3683,1,42224,2015-08-08,3683,448150,4626688
1135,Point,3684,1,42224,2015-08-08,3684,451599,4627068
1136,Point,3685,1,42224,2015-08-08,3685,448602,4622416
1137,Point,3686,1,42225,2015-08-09,3686,448243,4624606
1138,Point,3687,1,42225,2015-08-09,3687,447550,4623603
1139,Point,3688,1,42225,2015-08-09,3688,448939,4629791
1140,Point,3689,1,42225,2015-08-09,3689,450113,4629332
1141,Point,3690,1,42225,2015-08-09,3690,448189,4623647
1142,Point,3691,1,42225,2015-08-09,3691,450579,4625681
1143,Point,3692,1,42225,2015-08-09,3692,448691,4622921
1144,Point,3693,1,42225,2015-08-09,3693,450174,4627421
1145,Point,3694,1,42226,2015-08-10,3694,449978,4622856
1146,Point,3695,1,42226,2015-08-10,3695,449142,4624884
1147,Point,3696,1,42226,2015-08-10,3696,448309,4627768
1148,Point,3697,1,42226,2015-08-10,3697,448554,4626698
1149,Point,3698,1,42226,2015-08-10,3698,453222,4622463
1150,Point,3699,1,42226,2015-08-10,3699,448429,4625875
1151,Point,3700,1,42226,2015-08-10,3700,447444,4623992
1152,Point,3701,1,42226,2015-08-10,3701,449750,4625031
1153,Point,3702,1,42226,2015-08-10,3702,448424,4626280
1154,Point,3703,1,42226,2015-08-10,3703,449161,4623459
1155,Point,3704,1,42226,2015-08-10,3704,448837,4625496
1156,Point,3705,1,42227,2015-08-11,3705,451842,4623659
1157,Point,3706,1,42227,2015-08-11,3706,452921,4622299
1158,Point,3707,1,42227,2015-08-11,3707,451474,4624470
1159,Point,3708,1,42227,2015-08-11,3708,446145,4630511
1160,Point,3709,1,42227,2015-08-11,3709,448824,4626677
1161,Point,3710,1,42227,2015-08-11,3710,449108,4628499
1162,Point,3711,1,42227,2015-08-11,3711,448274,4627628
1163,Point,3712,1,42227,2015-08-11,3712,449244,4624882
1164,Point,3713,1,42228,2015-08-12,3713,448287,4626491
1165,Point,3714,1,42228,2015-08-12,3714,448287,4626491
1166,Point,3715,1,42228,2015-08-12,3715,450854,4625442
1167,Point,3716,1,42228,2015-08-12,3716,452915,4623091
1168,Point,3717,1,42228,2015-08-12,3717,452110,4622250
1169,Point,3718,1,42228,2015-08-12,3718,453118,4622860
1170,Point,3719,1,42229,2015-08-13,3719,450536,4623551
1171,Point,3720,1,42229,2015-08-13,3720,451700,4622693
1172,Point,3721,1,42229,2015-08-13,3721,449339,4625481
1173,Point,3722,1,42229,2015-08-13,3722,449142,4624887
1174,Point,3723,1,42229,2015-08-13,3723,448152,4626479
1175,Point,3724,1,42229,2015-08-13,3724,451406,4624565
1176,Point,3725,1,42229,2015-08-13,3725,446535,4632282
1177,Point,3726,1,42230,2015-08-14,3726,453219,4622888
1178,Point,3727,1,42230,2015-08-14,3727,449673,4622886
1179,Point,3728,1,42230,2015-08-14,3728,451477,4624266
1180,Point,3729,1,42230,2015-08-14,3729,449036,4625703
1181,Point,3730,1,42230,2015-08-14,3730,451084,4623224
1182,Point,3731,1,42230,2015-08-14,3731,451477,4624266
1183,Point,3732,1,42230,2015-08-14,3732,448779,4624136
1184,Point,3733,1,42230,2015-08-14,3733,448565,4631731
1185,Point,3734,1,42230,2015-08-14,3734,448858,4623423
1186,Point,3735,1,42230,2015-08-14,3735,448403,4628118
1187,Point,3736,1,42230,2015-08-14,3736,449450,4624490
1188,Point,3737,1,42231,2015-08-15,3737,453222,4622473
1189,Point,3738,1,42231,2015-08-15,3738,451702,4622473
1190,Point,3739,1,42231,2015-08-15,3739,453744,4622365
1191,Point,3740,1,42231,2015-08-15,3740,451358,4627220
1192,Point,3741,1,42231,2015-08-15,3741,448268,4628120
1193,Point,3742,1,42231,2015-08-15,3742,453616,4623223
1194,Point,3743,1,42231,2015-08-15,3743,451598,4622667
1195,Point,3744,1,42231,2015-08-15,3744,449400,4622933
1196,Point,3745,1,42231,2015-08-15,3745,448543,4627703
1197,Point,3746,1,42232,2015-08-16,3746,446305,4630628
1198,Point,3747,1,42232,2015-08-16,3747,448883,4629491
1199,Point,3748,1,42232,2015-08-16,3748,448585,4624108
1200,Point,3749,1,42232,2015-08-16,3749,448874,4624743
1201,Point,3750,1,42232,2015-08-16,3750,447387,4633775
1202,Point,3751,1,42232,2015-08-16,3751,448313,4627971
1203,Point,3752,1,42233,2015-08-17,3752,450940,4628132
1204,Point,3753,1,42233,2015-08-17,3753,449373,4622427
1205,Point,3754,1,42233,2015-08-17,3754,451484,4623651
1206,Point,3755,1,42233,2015-08-17,3755,449038,4625484
1207,Point,3756,1,42233,2015-08-17,3756,452230,4624370
1208,Point,3757,1,42233,2015-08-17,3757,449651,4624685
1209,Point,3758,1,42233,2015-08-17,3758,448570,4631129
1210,Point,3759,1,42233,2015-08-17,3759,449830,4627084
1211,Point,3760,1,42234,2015-08-18,3760,447448,4630175
1212,Point,3761,1,42234,2015-08-18,3761,451498,4622489
1213,Point,3762,1,42234,2015-08-18,3762,448334,4622437
1214,Point,3763,1,42234,2015-08-18,3763,447552,4623415
1215,Point,3764,1,42235,2015-08-19,3764,449038,4625476
1216,Point,3765,1,42235,2015-08-19,3765,448468,4631280
1217,Point,3766,1,42235,2015-08-19,3766,451484,4623678
1218,Point,3767,1,42235,2015-08-19,3767,448837,4625496
1219,Point,3768,1,42235,2015-08-19,3768,451617,4623657
1220,Point,3769,1,42235,2015-08-19,3769,448189,4623639
1221,Point,3770,1,42235,2015-08-19,3770,448252,4631867
1222,Point,3771,1,42236,2015-08-20,3771,448369,4624129
1223,Point,3772,1,42236,2015-08-20,3772,448419,4631805
1224,Point,3773,1,42236,2015-08-20,3773,449371,4622673
1225,Point,3774,1,42236,2015-08-20,3774,453474,4623416
1226,Point,3775,1,42236,2015-08-20,3775,451084,4623212
1227,Point,3776,1,42236,2015-08-20,3776,445737,4631427
1228,Point,3777,1,42236,2015-08-20,3777,450286,4622267
1229,Point,3778,1,42236,2015-08-20,3778,449149,4627779
1230,Point,3779,1,42237,2015-08-21,3779,452921,4622299
1231,Point,3780,1,42237,2015-08-21,3780,452391,4624507
1232,Point,3781,1,42237,2015-08-21,3781,453781,4622517
1233,Point,3782,1,42237,2015-08-21,3782,452921,4622299
1234,Point,3783,1,42238,2015-08-22,3783,450001,4625081
1235,Point,3784,1,42238,2015-08-22,3784,450682,4623077
1236,Point,3785,1,42238,2015-08-22,3785,453929,4622515
1237,Point,3786,1,42238,2015-08-22,3786,452708,4623669
1238,Point,3787,1,42238,2015-08-22,3787,448839,4625234
1239,Point,3788,1,42238,2015-08-22,3788,448907,4628122
1240,Point,3789,1,42238,2015-08-22,3789,447568,4629868
1241,Point,3790,1,42238,2015-08-22,3790,448140,4624697
1242,Point,3791,1,42238,2015-08-22,3791,448943,4624873
1243,Point,3792,1,42239,2015-08-23,3792,449352,4624270
1244,Point,3793,1,42239,2015-08-23,3793,446919,4622570
1245,Point,3794,1,42239,2015-08-23,3794,451484,4623677
1246,Point,3795,1,42239,2015-08-23,3795,447270,4627751
1247,Point,3796,1,42239,2015-08-23,3796,449438,4628593
1248,Point,3797,1,42239,2015-08-23,3797,448150,4626657
1249,Point,3798,1,42240,2015-08-24,3798,449414,4622933
1250,Point,3799,1,42240,2015-08-24,3799,450990,4622657
1251,Point,3800,1,42240,2015-08-24,3800,449037,4625652
1252,Point,3801,1,42240,2015-08-24,3801,448045,4632611
1253,Point,3802,1,42240,2015-08-24,3802,447452,4633729
1254,Point,3803,1,42241,2015-08-25,3803,449238,4625465
1255,Point,3804,1,42241,2015-08-25,3804,450275,4623267
1256,Point,3805,1,42241,2015-08-25,3805,450102,4625062
1257,Point,3806,1,42241,2015-08-25,3806,451804,4622461
1258,Point,3807,1,42241,2015-08-25,3807,452022,4623751
1259,Point,3808,1,42242,2015-08-26,3808,448837,4629790
1260,Point,3809,1,42242,2015-08-26,3809,452767,4624264
1261,Point,3810,1,42243,2015-08-27,3810,446345,4631260
1262,Point,3811,1,42243,2015-08-27,3811,449599,4630806
1263,Point,3812,1,42243,2015-08-27,3812,447926,4626660
1264,Point,3813,1,42243,2015-08-27,3813,452766,4624305
1265,Point,3814,1,42243,2015-08-27,3814,448881,4624743
1266,Point,3815,1,42243,2015-08-27,3815,448600,4622656
1267,Point,3816,1,42243,2015-08-27,3816,447643,4632572
1268,Point,3817,1,42243,2015-08-27,3817,448732,4622867
1269,Point,3818,1,42243,2015-08-27,3818,451740,4623619
1270,Point,3819,1,42243,2015-08-27,3819,448538,4628088
1271,Point,3820,1,42244,2015-08-28,3820,451384,4623049
1272,Point,3821,1,42244,2015-08-28,3821,448576,4630338
1273,Point,3822,1,42244,2015-08-28,3822,453222,4622475
1274,Point,3823,1,42244,2015-08-28,3823,452394,4624271
1275,Point,3824,1,42244,2015-08-28,3824,452188,4624507
1276,Point,3825,1,42244,2015-08-28,3825,450586,4624893
1277,Point,3826,1,42244,2015-08-28,3826,450581,4625500
1278,Point,3827,1,42244,2015-08-28,3827,452941,4622960
1279,Point,3828,1,42244,2015-08-28,3828,453616,4623223
1280,Point,3829,1,42245,2015-08-29,3829,449673,4622874
1281,Point,3830,1,42245,2015-08-29,3830,453744,4622365
1282,Point,3831,1,42245,2015-08-29,3831,446636,4632337
1283,Point,3832,1,42245,2015-08-29,3832,448647,4628902
1284,Point,3833,1,42245,2015-08-29,3833,453935,4622263
1285,Point,3834,1,42245,2015-08-29,3834,448945,4624654
1286,Point,3835,1,42245,2015-08-29,3835,449056,4623872
1287,Point,3836,1,42246,2015-08-30,3836,445637,4631290
1288,Point,3837,1,42246,2015-08-30,3837,450588,4624707
1289,Point,3838,1,42246,2015-08-30,3838,447429,4633841
1290,Point,3839,1,42246,2015-08-30,3839,446539,4631930
1291,Point,3840,1,42246,2015-08-30,3840,446539,4631930
1292,Point,3841,1,42247,2015-08-31,3841,452516,4622275
1293,Point,3842,1,42247,2015-08-31,3842,447928,4626470
1294,Point,3843,1,42247,2015-08-31,3843,448238,4623924
1295,Point,3844,1,42247,2015-08-31,3844,451131,4623888
1296,Point,3845,1,42247,2015-08-31,3845,448462,4623048
1297,Point,3846,1,42247,2015-08-31,3846,450867,4627029
1298,Point,3847,1,42248,2015-09-01,3847,448385,4624532
1299,Point,3848,1,42248,2015-09-01,3848,450979,4627637
1300,Point,3849,1,42248,2015-09-01,3849,450004,4629709
1301,Point,3850,1,42248,2015-09-01,3850,448129,4628483
1302,Point,3851,1,42248,2015-09-01,3851,448631,4630101
1303,Point,3852,1,42248,2015-09-01,3852,452091,4624103
1304,Point,3853,1,42249,2015-09-02,3853,449441,4625258
1305,Point,3854,1,42249,2015-09-02,3854,449919,4627259
1306,Point,3855,1,42249,2015-09-02,3855,450174,4627399
1307,Point,3856,1,42249,2015-09-02,3856,449053,4626822
1308,Point,3857,1,42249,2015-09-02,3857,450430,4627584
1309,Point,3858,1,42249,2015-09-02,3858,448644,4629097
1310,Point,3859,1,42249,2015-09-02,3859,449799,4628336
1311,Point,3860,1,42250,2015-09-03,3860,454089,4622497
1312,Point,3861,1,42250,2015-09-03,3861,451501,4622261
1313,Point,3862,1,42250,2015-09-03,3862,451499,4622446
1314,Point,3863,1,42250,2015-09-03,3863,449515,4625966
1315,Point,3864,1,42250,2015-09-03,3864,447760,4632154
1316,Point,3865,1,42250,2015-09-03,3865,448330,4622850
1317,Point,3866,1,42250,2015-09-03,3866,448696,4626096
1318,Point,3867,1,42250,2015-09-03,3867,449892,4629885
1319,Point,3868,1,42251,2015-09-04,3868,451636,4623253
1320,Point,3869,1,42251,2015-09-04,3869,448243,4624594
1321,Point,3870,1,42251,2015-09-04,3870,445520,4632113
1322,Point,3871,1,42252,2015-09-05,3871,446434,4632339
1323,Point,3872,1,42252,2015-09-05,3872,448150,4626696
1324,Point,3873,1,42253,2015-09-06,3873,449360,4623661
1325,Point,3874,1,42253,2015-09-06,3874,453166,4623453
1326,Point,3875,1,42253,2015-09-06,3875,453019,4622695
1327,Point,3876,1,42254,2015-09-07,3876,449106,4628937
1328,Point,3877,1,42254,2015-09-07,3877,447927,4622101
1329,Point,3878,1,42254,2015-09-07,3878,448851,4624234
1330,Point,3879,1,42254,2015-09-07,3879,449774,4623090
1331,Point,3880,1,42254,2015-09-07,3880,453222,4622494
1332,Point,3881,1,42254,2015-09-07,3881,449835,4628711
1333,Point,3882,1,42254,2015-09-07,3882,447897,4623983
1334,Point,3883,1,42255,2015-09-08,3883,453270,4623084
1335,Point,3884,1,42255,2015-09-08,3884,448824,4626695
1336,Point,3885,1,42255,2015-09-08,3885,448717,4624253
1337,Point,3886,1,42255,2015-09-08,3886,450257,4624666
1338,Point,3887,1,42255,2015-09-08,3887,449927,4628479
1339,Point,3888,1,42255,2015-09-08,3888,449749,4625103
1340,Point,3889,1,42255,2015-09-08,3889,447651,4623652
1341,Point,3890,1,42256,2015-09-09,3890,448698,4625877
1342,Point,3891,1,42256,2015-09-09,3891,448732,4622867
1343,Point,3892,1,42256,2015-09-09,3892,453602,4622997
1344,Point,3893,1,42256,2015-09-09,3893,453446,4623219
1345,Point,3894,1,42256,2015-09-09,3894,450102,4625068
1346,Point,3895,1,42256,2015-09-09,3895,445210,4631772
1347,Point,3896,1,42256,2015-09-09,3896,451392,4623684
1348,Point,3897,1,42257,2015-09-10,3897,451300,4623485
1349,Point,3898,1,42257,2015-09-10,3898,449139,4622118
1350,Point,3899,1,42257,2015-09-10,3899,448540,4627909
1351,Point,3900,1,42257,2015-09-10,3900,449877,4627303
1352,Point,3901,1,42257,2015-09-10,3901,453320,4622886
1353,Point,3902,1,42257,2015-09-10,3902,451355,4624362
1354,Point,3903,1,42257,2015-09-10,3903,447643,4632572
1355,Point,3904,1,42257,2015-09-10,3904,453219,4622911
1356,Point,3905,1,42257,2015-09-10,3905,447778,4624227
1357,Point,3906,1,42257,2015-09-10,3906,451094,4625626
1358,Point,3907,1,42257,2015-09-10,3907,450078,4622869
1359,Point,3908,1,42258,2015-09-11,3908,450258,4624676
1360,Point,3909,1,42258,2015-09-11,3909,451553,4624069
1361,Point,3910,1,42258,2015-09-11,3910,452042,4623623
1362,Point,3911,1,42258,2015-09-11,3911,449036,4625697
1363,Point,3912,1,42258,2015-09-11,3912,448842,4625059
1364,Point,3913,1,42258,2015-09-11,3913,452634,4624120
1365,Point,3914,1,42258,2015-09-11,3914,452921,4622301
1366,Point,3915,1,42258,2015-09-11,3915,449084,4629969
1367,Point,3916,1,42259,2015-09-12,3916,449463,4623443
1368,Point,3917,1,42259,2015-09-12,3917,448841,4625094
1369,Point,3918,1,42259,2015-09-12,3918,449470,4622848
1370,Point,3919,1,42259,2015-09-12,3919,450477,4623244
1371,Point,3920,1,42259,2015-09-12,3920,448012,4627017
1372,Point,3921,1,42259,2015-09-12,3921,449145,4624672
1373,Point,3922,1,42260,2015-09-13,3922,449853,4624684
1374,Point,3923,1,42260,2015-09-13,3923,448292,4626050
1375,Point,3924,1,42260,2015-09-13,3924,448602,4622429
1376,Point,3925,1,42260,2015-09-13,3925,452197,4623560
1377,Point,3926,1,42260,2015-09-13,3926,449649,4624866
1378,Point,3927,1,42261,2015-09-14,3927,449752,4624646
1379,Point,3928,1,42261,2015-09-14,3928,447375,4629635
